size,color,price,uniq_id,brand_name,highlights,product_id,description,ingredients,availability,product_name,primary_image_url
0.14 oz,Executive Realnessmulberry pink,39.0,8d943b31550c95da,PAT McGRATH LABS,,pimprod2040430,"BenefitsOne-Swipe CoverageWeightless, Cushiony FeelFlexible and AdherentFeaturesUltra-Vivid ColourOil-Infused Powder","[{""ingredients"": ""Executive Realness: Isononyl Isononanoate, Aluminum Starch Octenylsuccinate, Mica, Polybutene, Polyethylene, Dicalcium Phosphate, Paraffin, Euphorbia Cerifera (Candelilla) Wax / Candelilla Cera / Cire De Candelilla, Copernicia Cerifera (Carnauba) Wax / Cera Carnauba / Cire De Carnauba, Microcrystalline Wax / Cera Microcristallina / Cire Microcrystalline, Bis-Diglyceryl Polyacyladipate-2, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Squalane, Caprylic/Capric Triglyceride, Kaolin, Stearalkonium Hectorite, Propylene Carbonate, Nylon-12, Polyhydroxystearic Acid, Synthetic Wax. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).""}]",in_stock,MatteTrance Lipstick,https://media.ulta.com/i/ulta/2613812
0.17 oz,High Dramadeep dark plum,26.0,8d9525bcddd94968,MAC,,xlsImpprod16011011,"BenefitsImmediate and 8-hour moistureColor wears evenly and smoothly, 8 hoursProvides Stay-true color, 8 hoursNon-feathering, non-bleedingFeaturesLiquid lipstickMatte finishLong-lasting colorFormulated WithoutOilPhthalatesParabenRetinyl PalmitateMineral OilPetrolatumFormaldehydePolyethyleneHydroquinoneTriclosanCoal TarToluene","[{""ingredients"": ""Isododecane, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax / Cera Alba / Cire D'abeille, Silica Dimethyl Silylate, Tocopherol, Persea Gratissima (Avocado) Oil, Cyclopentasiloxane, Glyceryl Behenate / Eicosadioate, Tin Oxide, Propylene Carbonate, Caprylyl Glycol, Hexylene Glycol, Flavor (Aroma), Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Blue 1 Lake (CI 42090), Carmine (CI 75470), Red 6 (CI 15850), Red 28 (CI 45410), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.""}]",in_stock,Retro Matte Liquid Lipstick,https://media.ulta.com/i/ulta/2511579
0.30 oz,Social Whirl,28.0,8de289a9033f6e99,Estée Lauder,"[""Sustainable Packaging Brand""]",pimprod2030739,"BenefitsLightweight, powdery textureUltra-comfortable12-hour wear12-hour color-trueSoft, velvet matte finishKey IngredientsMoringa butterHyaluronic acid","[{""ingredients"": ""Isododecane, Isononyl Isononanoate, Dimethicone, Silica, Moringa Oil/Hydrogenated Moringa Oil Esters, Polybutene, Synthetic Beeswax, Hydrogenated Polyisobutene, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Magnesium Myristate, Quaternium-90 Bentonite, Sodium Hyaluronate, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Olea Europaea (Olive) Fruit Extract, Cetyl Peg/Ppg-10/1 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Stearalkonium Hectorite, Triticum Vulgare (Wheat) Bran Extract, Polyglyceryl-3 Diisostearate, Isopropyl Myristate, Propylene Carbonate, Isopropyl Titanium Triisostearate, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Cholesterol, Glyceryl Stearate, Butylene/Ethylene/Styrene Copolymer, Ethylene/Propylene/Styrene Copolymer, Polyethylene, Oleic Acid, Palmitic Acid, Polyhydroxystearic Acid, Tocopherol, Potassium Sulfate, Fragrance (Parfum), BHT. May Contain (+/-): Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Red 7 Lake (Ci 15850), Red 33 Lake (Ci 17200), Yellow 6 Lake (Ci 15985), Red 21 (Ci 45380), Red 27 (Ci 45410), Orange 5 (Ci 45370), Blue 1 Lake (Ci 42090), Red 28 Lake (Ci 45410), Carmine (Ci 75470), Red 30 Lake (Ci 73360), Manganese Violet (Ci 77742), Yellow 5 Lake (Ci 19140), Red 22 Lake (Ci 45380), Red 6 (Ci 15850).""}]",in_stock,Pure Color Whipped Matte Lip Color with Moringa Butter,https://media.ulta.com/i/ulta/2591244
0.14 oz,Dusty Mauve 330muted mauve,12.0,8dfe6fc70b528220,ULTA Beauty Collection,"[""Clean Ingredients"", ""Cruelty Free"", ""Give Back""]",pimprod2046768,BenefitsCreamy satin and shimmer finishesFull coverageBold pigmentComfortable formulaFeaturesLipstick case made from 30% Post-Consumer Recycled (PCR) Plastic and designed to be lighter weight to help reduce material usageProudly cruelty free with clean ingredientsKey IngredientsCastor seed oil: A natural humectant that helps skin retain moistureSqualane: Softens and nourishes lipsShea and Murumuru seed butters: Rich butters that leave lips feeling supple and smoothHyaluronic acid: helps to retain moisture on skin so lips appear fuller,"[{""ingredients"": ""Dusty Mauve: Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Diisostearyl Malate, Bis-Diglyceryl Polyacyladipate-2, Silica, Trioctyldodecyl Citrate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de Candelilla,Caprylic/Capric Triglyceride, Oleic/Linoleic/Linolenic Polyglycerides, Synthetic Wax, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Helianthus Annuus (Sunflower) Seed Wax, Paraffin, Caprylyl Glycol, Sorbitan Sesquioleate, Butyrospermum Parkii (Shea) Butter, Hydrogenated Vegetable Oil, Persea Gratissima (Avocado) Oil, Citric Acid, Triethoxycaprylylsilane, Squalane, Tocopheryl Acetate, Astrocaryum Murumuru Seed Butter, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Phenoxyethanol, Sodium Hyaluronate, Hexylene Glycol, Tocopherol. MAY CONTAIN \u00b7 PEUT CONTENIR (+/-): Mica, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.""}]",in_stock,Luxe Satin Lipstick,https://media.ulta.com/i/ulta/2624605
0.113 oz,518 Forever Confidentbrownish milk tea,47.0,8e0a8f729ee3d156,Dior,,pimprod2036864,"BenefitsThe first transfer-proof bullet lipstick from Dior makeup, Rouge Dior Forever dresses the lips in ultra-pigmented color and an intense matte finish. Concentrated in floral lip care ingredients, the formula delivers weightless long wear and luxurious comfort.Key IngredientsRed peony extract helps maintain deep hydration.Jojoba derivative helps optimize comfort.","[{""ingredients"": ""518 Brownish Milk Tea: Alkane, Isododecane, Helianthus Annuus (Sunflower) Seed Wax, Bis-Hydroxypropyl Dimethicone/Smdi Copolymer, Silica, Jojoba Esters, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Cera Alba (Beeswax), Lauryl Peg-10 Tris(Trimethylsiloxy)Silylethyl Dimethicone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Parfum (Fragrance), Sodium Myristoyl Glutamate, Aluminum Hydroxide, Punica Granatum Flower Extract, Lauroyl Lysine, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Ammonium Glycyrrhizate, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Paeonia Officinalis Flower Extract, Tocopherol. May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15850 (Red 7), CI 42090 (Blue 1 Lake).""}]",in_stock,Rouge Dior Forever Transfer,https://media.ulta.com/i/ulta/2612408
0.18 oz,Dragon Girlcandy apple red,32.0,8e51b02f9022ada7,NARS,"[""Clean Ingredients""]",xlsImpprod16671161,"BenefitsFULL COVERAGE PIGMENT WITH ONE SWIPE APPLICATION: Smooth liquid texture glides on with ease to give fully saturated opaque coverage. Custom doe-foot applicator provides effortless precision in one swipe.LONG-LASTING COLOR WITH A COMFORTABLE TEXTURE: Fluid Pigment Complex provides lightweight, flexible color that moves with lips and feels comfortable. Long-lasting formula provides lasting, smudge-resistant wear.Allure 2021 Best of Beauty Award WinnerFeaturesMatte finish.Long-lasting full coverage.","[{""ingredients"": ""Isododecane, Dimethicone, Trimethylsiloxysilicate, Hydrogenated Polycyclopentadiene, Disteardimonium Hectorite, Propylene Carbonate, Triethoxycaprylylsilane, Aluminum Hydroxide, Tocopheryl Acetate, Isohexadecane, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Xanthan Gum, Sodium Hyaluronate, Tripeptide-1, Ethyl Vanillin, Phenoxyethanol, [+/-(May Contain/Peut Contenir): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 6 (CI 15850), Red 7 (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891)].""}]",in_stock,Powermatte Lip Pigment,https://media.ulta.com/i/ulta/2583514
0.06 oz,Cherry Goodcherry red,11.2,8e534d3bd3266696,about-face,"[""Clean Ingredients"", ""Cruelty Free"", ""Vegan""]",pimprod2037252,"FeaturesInfused with a deliciously fruity scent and a blend of lip-loving ingredients like pomegranate flower extract + cherry butter to plump and moisturize.Twist wisely! Once lip butter goes up, it won't come back down.BenefitsVegan and cleanly formulated.","[{""ingredients"": ""Diisostearyl Malate, Polyglyceryl-2 Triisostearate, Polybutene, Bis-Diglyceryl Polyacyladipate-2, Caprylic/Capric Triglyceride, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Synthetic Wax, Stearalkonium Hectorite, CI 15850 (Red 7), CI 77491 (Iron Oxides), Paraffin, CI 77891 (Titanium Dioxide), Propylene Carbonate, Parfum (Fragrance), Caprylyl Glycol, CI 77499 (Iron Oxides), Phenoxyethanol, Ethylene/Propylene Copolymer, Butyrospermum Parkii (Shea Butter/Beurre de Karit\u00e9), CI 15850 (Red 6), Simmondsia Chinensis (Jojoba) Seed Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Hexylene Glycol, Punica Granatum (Pomegranate/Grenade) Flower Extract, Prunus Avium (Sweet Cherry/Guigne) Seed Oil, Polyglyceryl-3 Diisostearate. V/081722""}]",in_stock,Cherry Pick Lip Color Butter,https://media.ulta.com/i/ulta/2605932
0.13 oz,Nude Venusnatural bare nude,30.0,8e55d7b5a8a2011d,PAT McGRATH LABS,,pimprod2040428,"BenefitsCreamy, Blendable TexturesUse Wet or DryFeaturesSatin Shine FinishCool and Warm ShadesKey IngredientsBotanical CollagenPassion Fruit Extract","[{""ingredients"": ""Polybutene, Caprylic/Capric Triglyceride, Polyethylene, Microcrystalline Wax / Cera Microcristallina / CIre Microcrystalline, Dicalcium Phosphate, Stearalkonium Hectorite, Propylene Carbonate, Cocoyl Hydrolyzed Collagen, Passiflora Edulis Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Mica, Tocopherol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410), Red 7 (15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850).""}]",out_of_stock,SatinAllure Lipstick,https://media.ulta.com/i/ulta/2613778
0.15 oz,Fire & Ice,10.49,8e775512727b2242,Revlon,,xlsImpprod2940211,"BenefitsLUSCIOUS COMFORT: Formulated with 80% conditioning ingredientsLUXURIOUS COLOR: Made with microfine pigments for lipstick shades that are rich with color yet lightweight in feelSOFT, FULLER-LOOKING LIPS: Glides on smoothly to visibly minimize lines for soft, fuller-looking lipsMORE SHADES, MORE PLAY: 12 NEW colors, 72 iconic shades in allKey IngredientsFormulated with 80% conditioning ingredientsFeaturesThere are over 130 ways to play with cool, classic and trendy shades ranging from nudes, pinks, reds, corals, browns, and purples","[{""ingredients"": ""Trioctyldodecyl Citrate, Ozokerite, Polybutene, Ethylhexyl Palmitate, Octyldodecyl Neopentanoate, Pentaerythrityl Tetraisostearate, C10 30 Cholesterol/Lanesterol Esters, Bis Diglyceryl Polyacyladipate 2, Caprylic/Capric Triglyceride, Cera Microcristallina (Microcrystalline Wax), Paraffin, Silica, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Synthetic Wax, Tocopheryl Acetate, Ascorbyl Palmitate, Aloe Barbadensis Leaf Extract, Serica (Silk Powder), Pentaerythrityl Tetraethylhexanoate, Polyethylene, Ethylene/Propylene Copolymer, Palmitic Acid, Hydrogenated Polyisobutene, BHT, Benzoic Acid, May Contain:, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 27 Lake (CI 45410), Bismuth Oxychloride (CI 77163), Carmine (CI 75470).""}]",in_stock,Super Lustrous Lipstick,https://media.ulta.com/i/ulta/1741446
0.1 oz,Chocolate Teddybrown,22.0,8ea6920c464906df,KYLIE COSMETICS,"[""Clean Ingredients"", ""Vegan""]",pimprod2048485,"BenefitsBlurs and plumps for a soft, diffused lip look.Leaves a lightweight, matte finish.Provides long-lasting, up to 12-hour wear.Highly pigmented with full coverage payoff.Liquid-to-powder texture glides on easily without any streaks.Smooths lip lines and is non-cakey.Doesn't bleed or feather.Formulated with Hot Flux which works to actively plump lips.Clean*, Vegan**, Cruelty Free, Gluten Free**Formulated with no ingredients from animal origin.Research Results100% say it offers full coverage payoff.96% say the applicator provides an ultra-cushiony feel and even color laydown.91% say the tapered applicator helps to define and shape the lips.86% say it glides on seamlessly without streaks.86% say it leaves a soft-matte finish.86% say the product's tingling sensation is subtle and comfortable.86% say it doesn't transfer, smudge, feather, or bleed.","[{""ingredients"": ""Isododecane, C13-15 Alkane, Silica, Kaolin, Dimethicone/Vinyl Dimethicone Crosspolymer, Trimethylsiloxysilicate, Hydrogenated Styrene/Isoprene Copolymer, Hydrogenated Polycyclopentadiene, Bis-Diglyceryl Polyacyladipate-2, Disteardimonium Hectorite, Simmondsia Chinensis (Jojoba) Seed Oil, Dicalcium Phosphate, Punica Granatum Flower Extract, Aroma (Flavor), Polyglyceryl-3 Diisostearate, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Vanillyl Butyl Ether, Laureth-4, [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Red 6 (CI 15850), Yellow 6 Lake (CI 15985), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410)].""}]",in_stock,Plumping Powder Matte Lip,https://media.ulta.com/i/ulta/2631383
0.028 oz,Emiliacrimson,27.0,8eae8d296de9a06e,NATASHA DENONA,,pimprod2038006,"BenefitsComes in a NEW formula featuring emollient waxes & bio-mimetic pigments for lasting hydration & a subtle luminous finish that fuses with lips for all-day comfortable wear.Formulated with algae extract & milk thistle seed oil actives, I Need A Rouge Lip Styletto is rich in omega-3 fatty acids to nourish & replenish skin's moisture barrier.FeaturesA long-wearing, high-precision lip stylo in two must-have modern red shades, I NEED A ROUGE LIP STYLETTO delivers one-stroke color in a lightweight layer of ravishing red that won't bleed, or feather.Presented in elegant, super-slim 0.6mm packaging for razor-sharp pro-level precision, the creamy, hydrating formula achieves full-coverage, vibrant red lips in one swipe.","[{""ingredients"": ""Emilia: Octyldodecanol, Polybutene, Polyethylene, Microcrystalline Wax (Cera Microcristallina), Dicalcium Phosphate, Hydrogenated Polyisobutene, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Ethylene/Propylene/Styrene Copolymer, Caprylic/Capric Triglyceride, Ethyl Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Butylene/Ethylene/Styrene Copolymer, Aluminum Hydroxide, Synthetic Fluorphlogopite, Tocopherol, BHT, Vitis Vinifera (Grape) Fruit Extract [Vitis Vinifera Fruit Extract], Triethoxycaprylylsilane, Mica, Calcium Aluminum Borosilicate, C20-24 Olefin, Aluminum Calcium Sodium Silicate, Calcium Titanium Borosilicate, Alumina, Calcium Sodium Borosilicate, Silica, Tin Oxide, Titanium Dioxide (CI 77891), Iron Oxides CI 77491, Iron Oxides CI 77492, Blue 1 Lake CI 42090, Red 7 Lake CI 15850, Yellow 5 Lake CI 19140, Red 28 Lake CI 45410.""}]",in_stock,I Need A Rouge Lip Styletto,https://media.ulta.com/i/ulta/2606657
0.17 oz,105 Breakfast In Bedlight medium mauve,13.99,8ebddd4fe6ea6055,L'Oréal,,pimprod2039455,"FeaturesTransfer and smudge resistant for an all-day longwear matte finishWith a lightweight feel, Infused with Hyaluronic AcidBold color payoff in one effortless swipe with precise applicatorAvailable in multiple irresistible shades, Find yours todayBenefitsInfused with Hyaluronic acid","[{""ingredients"": ""Dimethicone, Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Silica Silylate, Phenoxyethanol, Ethylhexyl Palmitate, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Trihydroxystearin, Benzyl Alcohol, Sodium Hyaluronate, Glucomannan, Parfum/Fragrance. May Contain: CI 77891/Titanium Dioxide, CI 15850/Red 7, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 45380/Red 22 Lake, CI 45410/Red 28 Lake, CI 15985/Yellow 6 Lake, CI 19140/Yellow 5 Lake, CI 15850/Red 6, CI 42090/Blue 1 Lake. Fil N70028102/1.""}]",in_stock,Infallible Matte Resistance Liquid Lipstick,https://media.ulta.com/i/ulta/2610773
0.12 oz,Brave Redyellow red,25.0,8ed9fc09720afdb9,MAC,,pimprod2047503,"Benefits11 hours of comfort and hydrationHydrates lips with pomegranate flower extractConditions lips with camellia seed and rosehip oilsFull-coverage, pigment-rich colourLips look visibly fuller and more definedPlumps lips via moisturizationVisibly reduces the appearance of fine, dry linesFeaturesWorks on lips and cheeksSignature vanilla scentLipstick case features PCR materialKey IngredientsPomegranate flower extractCamellia seedRosehip oils","[{""ingredients"": ""Polybutene, Octyldodecanol, Pentaerythrityl Tetraisostearate, Ricinus Communis (Castor) Seed Oil, Synthetic Wax, Diisostearyl Malate, Vp/Hexadecene Copolymer, Hydrogenated Polyisobutene, Hdi/Trimethylol Hexyllactone Crosspolymer, Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline, Simmondsia Chinensis (Jojoba) Seed Oil, Synthetic Beeswax, Argania Spinosa Kernel Oil, Rosa Moschata Seed Oil, Camellia Oleifera Seed Oil, Punica Granatum (Pomegranate) Flower Extract, Polyglyceryl-3 Diisostearate, Squalane, Silica, Disteardimonium Hectorite, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, [+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Blue 1 (CI 42090), Bismuth Oxychloride (CI 77163), Bronze Powder (CI 77400), Copper Powder (CI 77400), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 (CI 15850), Red 21 (CI 45380).""}]",in_stock,M·A·Cximal Sleek Satin Lipstick,https://media.ulta.com/i/ulta/2630275
0.13 oz,Venusian Peachlight peachy nude,30.0,8eea83f4c8731325,PAT McGRATH LABS,,pimprod2040428,"BenefitsCreamy, Blendable TexturesUse Wet or DryFeaturesSatin Shine FinishCool and Warm ShadesKey IngredientsBotanical CollagenPassion Fruit Extract","[{""ingredients"": ""Venusian Peach: Polybutene, Caprylic/Capric Triglyceride, Polyethylene, Microcrystalline Wax / Cera Microcristallina / CIre Microcrystalline, Dicalcium Phosphate, Stearalkonium Hectorite, Cocoyl Hydrolyzed Collagen, Mica, Passiflora Edulis Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Tocopherol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 7 (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).""}]",in_stock,SatinAllure Lipstick,https://media.ulta.com/i/ulta/2613775
0.1 oz,350 J'ai Un Crushpeach pink,32.0,8f0fb9e8a1386f73,Rabanne,"[""Clean Ingredients"", ""Vegan""]",pimprod2041397,"BenefitsFamous Lipcolor Lipstick by Rabanne perfects your lip signature with high-impact colorCreamy, weightless texture hydrates the lips for 8 hoursPioneering vegan makeup formula is enriched with pomegranate, containing 90% ingredients of natural origin, offering up to 12 hours of lasting comfort & 8-hour color vibrancy and effectFeaturesVeganClean ingredients12 hours of lasting comfort8 hours of color vibrancyResearch Results93% said this lipstick is a highly pigmented matte stick with a vibrant color & smooth texture*93% said the lipstick leaves a matte finish*97% said the lipstick leaves a vibrant color on lips (matte)*93% said the product coats the lips with a smooth texture (matte)**Consumer test on 30 panelists","[{""ingredients"": ""J'ai un Crush: Caprylic/Capric Triglyceride, Polyglyceryl-2 Tetraisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Squalane, Lauroyl Lysine, Hydrogenated Vegetable Oil, Silica, Copernicia Cerifera (Carnauba) Wax, Helianthus Annuus (Sunflower) Seed Wax, Sodium Potassium Aluminum Silicate, Kaolin, Dicalcium Phosphate, Stearalkonium Bentonite, Synthetic Wax, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Punica Granatum Pericarp Extract, Rubus Idaeus (Raspberry) Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Linalool, Geraniol, Limonene, Benzyl Alcohol. May Contain: CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 19140 (Yellow 5 Lake), CI 77891 (Titanium Dioxide), CI 42090 (Blue 1 Lake), CI 45410 (Red 28 Lake).""}]",in_stock,Famous Lipcolor Matte Lipstick,https://media.ulta.com/i/ulta/2614794
0.027 oz,Royal Flushdeep peach,14.0,8f42aa1b5ebc80b9,Ulta Beauty Collection,"[""Clean Ingredients"", ""Cruelty Free"", ""Give Back""]",pimprod2043307,"BenefitsNatural matte finishFull coverageCreamy, glide-on formulaPrecision tip liner compliments lipstick shade for your best matchInnovative dual-ended componentFeaturesProudly cruelty free with clean ingredientsKey IngredientsCastor seed oil has skin conditioning benefits to help lips appear healthier and more supple","[{""ingredients"": ""Lipstick: Diisostearyl Malate; Hydrogenated Polyisobutene; Synthetic Wax; Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer; Caprylic/Capric Triglyceride; Dimer Dilinoleyl Dimer Dilinoleate; Polyhydroxystearic Acid; Copernicia Cerifera (Carnauba) Wax; Disteardimonium Hectorite; Silica; Phenoxyethanol; Tocopherol. MAY CONTAIN: Titanium Dioxide (CI 77891); Iron Oxides (CI 77491, CI 77492, CI 77499); Mica; Red 7 Lake (CI 15850); Red 28 Lake (CI 45410); Red 6 Lake (CI 15850); Blue 1 Lake (CI 42090).Liner: Triethylhexanoin, Microcrystalline Wax/Cera Microcristallina/Cire Microcrystalline, Caprylic/Capric Triglyceride, Synthetic Wax, Polyglyceryl-2 Triisostearate, VP/Hexadecene Copolymer, Copernicia Cerifera (Carnauba) Wax, Paraffin, Disteardimonium Hectorite, Silica, Polyhydroxystearic Acid, Triethoxycaprylylsilane, Aluminum Hydroxide, Phenoxyethanol MAY CONTAIN: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica, Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 6 Lake (CI 15850), Blue 1 Lake (CI 42090), Red 30 (CI 73360), Red 33 Lake (CI 17200).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.""}]",in_stock,Dual Ended Lipstick & Liner,https://media.ulta.com/i/ulta/2616007
0.12 oz,64 Eternellerosewood,50.0,8f6a17cab2a976ca,CHANEL,,pimprod2030102,"FeaturesThe non-drying formula features highly concentrated pigments for a bold result, and a combination of microspheres and ultra-fine pearly particles for a velvety feel.Jojoba oil helps comfort and moisturize lips.","[{""ingredients"": ""Dicaprylyl Carbonate, Isononyl Isononanoate, Diisostearyl Malate, Synthetic Wax, Polymethylsilsesquioxane, Jojoba Esters, Hydrogenated Castor Oil, Ethylene/Propylene Copolymer, Ethylhexyl Palmitate, Aluminum Starch Octenylsuccinate, Butyrospermum Parkii (Shea) Butter, Stearalkonium Hectorite, Tribehenin, Tocopheryl Acetate, Propylene Carbonate, Sorbitan Isostearate, Parfum (Fragrance), Dimethicone, Tocopherol, Palmitoyl Tripeptide-1, Bht, Citric Acid, [+ / - (May Contain), CI 12085 (Red 36), CI 15850 (Red 6), CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake), CI 17200 (Red 33 Lake), CI 19140 (Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 45380 (Red 22 Lake), CI 45410 (Red 28 Lake), CI 73360 (Red 30 Lake), CI 75470 (Carmine), CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide), Mica], IL92A-X.""}]",in_stock,ROUGE ALLURE VELVET Luminous Matte Lip Colour,https://media.ulta.com/i/ulta/2605456
0.07 oz,Everlasting Rum,12.89,8f742a03c71227a6,Revlon,,fs797198,"BenefitsLongwear liquid lipstick that lasts for up to 16 hoursPigment stays vibrant without smudging, bleeding, or feathering all dayDual-ended with liquid lipcolor on one end and shiny gloss on the otherKey IngredientsMoisturizing formula infused with Vitamin E and chamomile extract that feels good on your lips","[{""ingredients"": ""Lipcolor: Isododecane, Dimethicone, Trimethylsiloxysilicate, Polyethylene, Disteardimonium Hectorite, C12-15 Alkyl Benzoate, Methicone, Serica (Silk Powder), Silica, Propylene Carbonate, BHT, Sorbic Acid, Caprylyl Glycol, 1,2-Hexanediol. May Contain: Mica, Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Red 6 Lake (CI 15850), Red 27 Lake (CI 45410), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985), Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470).Topcoat: Hydrogenated Polydecene, Silica Silylate, Benzoic Acid, Squalane, Phytantriol, Chamomilla Recutita (Matricaria) Extract, Foeniculum Vulgare (Fennel) Seed Extract, Lycopene, Glycine Soja (Soy) Isoflavones.""}]",in_stock,ColorStay Overtime Lipcolor,https://media.ulta.com/i/ulta/2093944
